,SEQN,Spending_on_nonfood,Spending_on_eating_out,Spending_on_carryout_deliverred,Spending_on_food,age
7887,102082.0,8.473477781686073e-82,0.5368916797488226,0.13343799058084774,0.32967032967032966,58.0
7888,102084.0,3.9982261829140945e-82,0.2962962962962963,0.07407407407407407,0.6296296296296295,7.0
7889,102086.0,1.7743607320624682e-82,0.3520710059171598,0.08448389217619987,0.5634451019066403,18.0
7890,102087.0,0.09995329285380664,0.2998598785614199,2.521067420333502e-82,0.6001868285847735,9.0
7891,102088.0,0.12048192771084337,0.18072289156626506,0.0963855421686747,0.6024096385542169,29.0
7892,102089.0,6.298255947414268e-82,6.298255947414268e-82,6.298255947414268e-82,1.0,11.0
7893,102090.0,4.665173160703568e-82,0.25929127052722556,4.665173160703568e-82,0.7407087294727743,12.0
7894,102091.0,,,,,32.0
7895,102092.0,4.8496004914052365e-82,0.2695417789757412,4.8496004914052365e-82,0.7304582210242587,60.0
7896,102093.0,1.0184161031950996e-81,0.05660377358490566,1.0184161031950996e-81,0.9433962264150944,21.0
7897,102094.0,7.19680712924537e-82,0.4,0.06666666666666667,0.5333333333333333,1.0
7898,102095.0,,,,,2.0
7899,102096.0,8.304008226052351e-82,0.38461538461538464,8.304008226052351e-82,0.6153846153846154,20.0
7900,102097.0,8.473477781686073e-82,0.47095761381475665,0.026687598116169546,0.5023547880690737,4.0
7901,102098.0,3.9982261829140945e-82,0.2962962962962963,0.037037037037037035,0.6666666666666666,17.0
7902,102099.0,7.19680712924537e-82,0.13333333333333333,7.19680712924537e-82,0.8666666666666667,32.0
7903,102100.0,2.3467849334495774e-81,0.21739130434782608,0.13043478260869565,0.6521739130434783,75.0
7904,102101.0,3.968827460980903e-82,0.07352941176470588,0.04411764705882353,0.8823529411764706,20.0
7905,102102.0,0.9994003591848483,0.00019988027171724136,5.394374116838042e-85,0.0003997605434344827,17.0
7906,102103.0,0.07686781609195402,0.15373563218390804,1.938795024042395e-82,0.7693965517241379,37.0
7907,102105.0,1.1245011139445891e-81,0.20833333333333334,0.0625,0.7291666666666666,24.0
7908,102106.0,2.76800274201745e-81,0.358974358974359,2.76800274201745e-81,0.641025641025641,64.0
7909,102107.0,4.1520041130261753e-82,0.38461538461538464,4.1520041130261753e-82,0.6153846153846154,31.0
7910,102108.0,1.2267284879395517e-81,0.09090909090909091,1.2267284879395517e-81,0.9090909090909091,5.397605346934028e-79
7911,102109.0,,,,,5.397605346934028e-79
7912,102110.0,0.017241379310344827,0.034482758620689655,4.653108057701748e-82,0.9482758620689655,7.0
7913,102111.0,0.12422360248447205,0.2484472049689441,0.037267080745341616,0.5900621118012422,53.0
7914,102112.0,4.974751471828597e-82,0.6912442396313364,0.01935483870967742,0.2894009216589862,33.0
7915,102113.0,5.394643687549563e-85,0.9994503017843204,5.394643687549563e-85,0.000549698215679592,26.0
7916,102114.0,8.77659406005533e-82,0.06504065040650407,8.77659406005533e-82,0.9349593495934959,14.0
7917,102115.0,8.304008226052351e-82,8.304008226052351e-82,8.304008226052351e-82,1.0,15.0
7918,102116.0,1.1994678548742284e-81,0.2777777777777778,0.12222222222222222,0.6,75.0
7919,102117.0,,,,,74.0
7920,102118.0,,,,,5.397605346934028e-79
7921,102119.0,0.08333333333333333,0.3333333333333333,4.498004455778357e-82,0.5833333333333334,5.0
7922,102121.0,,,,,53.0
7923,102122.0,,,,,17.0
7924,102123.0,1.3164891090082995e-80,0.5121951219512195,1.3164891090082995e-80,0.4878048780487805,18.0
7925,102124.0,0.10638297872340426,0.2127659574468085,0.0425531914893617,0.6382978723404256,14.0
7926,102126.0,9.99841025276981e-06,0.49992001271797787,0.49992001271797787,0.00014997615379154717,23.0
7927,102127.0,0.15286624203821655,0.06369426751592357,0.06369426751592357,0.7197452229299363,2.0
7928,102128.0,9.993713953922982e-05,0.9993703960209028,2.9981141861768948e-05,0.0004996856976961492,21.0
7929,102129.0,1.2267284879395517e-81,0.11363636363636363,0.06818181818181818,0.8181818181818181,34.0
7930,102130.0,0.045871559633027525,0.3669724770642202,9.9038630218973e-82,0.5871559633027523,56.0
7931,102131.0,7.800007726783277e-82,0.680635838150289,7.800007726783277e-82,0.319364161849711,69.0
7932,102132.0,0.125,0.075,0.05,0.75,39.0
7933,102133.0,1.6867516709168838e-81,0.0625,1.6867516709168838e-81,0.9375,19.0
7934,102134.0,0.0522466039707419,0.0522466039707419,5.640130979032423e-82,0.8955067920585162,42.0
7935,102135.0,5.396817411591936e-85,0.999853021458867,4.199386889514131e-05,0.00010498467223785327,24.0
7936,102136.0,8.705815075700045e-82,0.11290322580645161,8.705815075700045e-82,0.8870967741935484,7.0
7937,102137.0,2.69830483622473e-85,0.49990726710921835,0.49990726710921835,0.00018546578156330157,67.0
7938,102138.0,4.974751471828597e-82,0.6912442396313364,0.01935483870967742,0.2894009216589862,11.0
7939,102139.0,0.060240963855421686,0.24096385542168675,0.0963855421686747,0.6024096385542168,31.0
7940,102141.0,5.651942771658669e-82,0.07853403141361257,0.031413612565445025,0.8900523560209423,19.0
7941,102142.0,0.18604651162790697,0.37209302325581395,8.368380382843454e-82,0.4418604651162791,5.397605346934028e-79
7942,102143.0,,,,,15.0
7943,102145.0,1.420422459719481e-81,0.13157894736842105,1.420422459719481e-81,0.868421052631579,12.0
7944,102146.0,0.031113876789047916,0.37336652146857496,3.3588085544082314e-82,0.5955196017423772,3.0
7945,102147.0,1.1994678548742284e-81,0.3333333333333333,1.1994678548742284e-81,0.6666666666666666,55.0
7946,102148.0,,,,,80.0
7947,102149.0,1.542172956266865e-80,1.542172956266865e-80,1.542172956266865e-80,1.0,27.0
7948,102150.0,0.05514705882352941,0.15735294117647058,0.15735294117647058,0.6301470588235294,12.0
7949,102151.0,2.863451112431845e-82,0.05305039787798409,2.863451112431845e-82,0.946949602122016,44.0
7950,102152.0,8.178189919597012e-82,0.07575757575757576,0.015151515151515152,0.9090909090909092,44.0
7951,102153.0,1.384001371008725e-81,1.384001371008725e-81,1.384001371008725e-81,1.0,77.0
7952,102154.0,4.665173160703568e-82,0.25929127052722556,4.665173160703568e-82,0.7407087294727743,41.0
7953,102155.0,0.142761841227485,3.6008041006898115e-82,3.6008041006898115e-82,0.857238158772515,47.0
7954,102156.0,6.973650319036212e-82,6.973650319036212e-82,0.06459948320413436,0.9354005167958656,5.397605346934028e-79
7955,102157.0,0.152135231316726,0.2669039145907473,0.08896797153024912,0.4919928825622776,14.0
7956,102158.0,1.1106183841428042e-81,1.1106183841428042e-81,1.1106183841428042e-81,1.0,80.0
7957,102159.0,4.5859008894936516e-82,0.36363636363636365,4.5859008894936516e-82,0.6363636363636364,2.0
7958,102160.0,8.304008226052351e-82,0.46153846153846156,8.304008226052351e-82,0.5384615384615385,31.0
7959,102161.0,8.996008911556713e-81,1.0,8.996008911556713e-81,1.7992017823113426e-80,19.0
7960,102162.0,0.16129032258064516,0.1935483870967742,4.3529075378500225e-82,0.6451612903225806,80.0
7961,102163.0,2.159042138773611e-81,0.2,2.159042138773611e-81,0.8,23.0
7962,102164.0,7.393979927306888e-82,0.273972602739726,0.0410958904109589,0.684931506849315,5.397605346934028e-79
7963,102165.0,4.246739061317095e-82,0.15735641227380015,0.13453973249409915,0.7081038552321006,14.0
7964,102166.0,0.07692307692307693,0.15384615384615385,8.304008226052351e-82,0.7692307692307693,15.0
7965,102167.0,0.10526315789473684,0.05263157894736842,5.681689838877924e-82,0.8421052631578947,80.0
7966,102168.0,1.9277161953335813e-81,0.45714285714285713,1.9277161953335813e-81,0.5428571428571428,59.0
7967,102169.0,0.08187134502923976,0.1949317738791423,0.03898635477582846,0.6842105263157895,66.0
7968,102170.0,0.11363636363636363,0.11363636363636363,0.11363636363636363,0.6590909090909091,64.0
7969,102171.0,0.08,0.12,2.159042138773611e-81,0.8,77.0
7970,102172.0,0.11764705882352941,0.17647058823529413,3.175061968784722e-82,0.7058823529411765,3.0
7971,102173.0,8.178189919597012e-82,0.22727272727272727,0.09090909090909091,0.6818181818181818,64.0
7972,102174.0,2.4534569758791036e-82,0.09090909090909091,2.4534569758791036e-82,0.9090909090909091,8.0
7973,102175.0,9.179600930159911e-82,0.17006802721088435,9.179600930159911e-82,0.8299319727891157,13.0
7974,102176.0,5.93143444718025e-82,0.054945054945054944,0.06593406593406594,0.8791208791208791,5.397605346934028e-79
7975,102177.0,0.08187134502923976,0.4171539961013645,1.0521647849773933e-81,0.5009746588693957,80.0
7976,102178.0,0.21739130434782608,4.693569866899155e-81,0.17391304347826086,0.6086956521739131,61.0
7977,102179.0,8.996008911556714e-82,0.08333333333333333,8.996008911556714e-82,0.9166666666666667,42.0
7978,102180.0,0.072992700729927,0.36496350364963503,0.051094890510948905,0.5109489051094891,2.0
7979,102181.0,0.05555555555555555,0.2777777777777778,0.05555555555555555,0.6111111111111112,43.0
7980,102182.0,8.996008911556714e-82,0.16666666666666666,8.996008911556714e-82,0.8333333333333333,41.0
7981,102183.0,0.03225806451612903,0.16129032258064516,1.1607753434266727e-81,0.8064516129032258,68.0
7982,102184.0,0.05434782608695652,0.17391304347826086,0.10869565217391304,0.6630434782608696,25.0
7983,102185.0,0.0697350069735007,0.3584379358437936,0.09762900976290098,0.4741980474198047,45.0
7984,102187.0,7.996452365828189e-82,0.14814814814814814,0.14814814814814814,0.7037037037037037,20.0
7985,102188.0,2.698802673467014e-81,2.698802673467014e-81,2.698802673467014e-81,1.0,9.0
